scaled_x,scaled_y,scaled_z,U_profile,V_profile,W_profile,P_profile
-0.40011132,-0.034842018,0.60065746,-0.0030045854,10.00391,-8.378478,0.3722203
-0.17895184,0.6377539,0.43758082,-0.003029951,10.005034,-8.37965,0.03108888
0.26887754,0.7199949,0.18319795,-0.0026636412,9.999969,-8.374655,-0.0044032764
0.7216212,0.5475378,0.42452836,-0.0029392196,10.00115,-8.375559,-0.041200906
0.2801542,-0.59318966,0.5680832,-0.0030287048,10.002656,-8.376888,-0.12472031
0.7162118,0.26839635,0.04585679,-0.0031654378,10.001051,-8.375434,0.053414747
0.8104764,0.38229576,0.28604138,-0.0026353328,10.001717,-8.376394,0.0010848548
-0.06218084,-0.7670343,0.43865827,-0.0030460423,9.998666,-8.37299,0.1018426
0.04139966,-0.5224458,0.03660008,-0.0027116118,10.002266,-8.377119,0.017853284
0.0860921,-0.8781875,0.80591995,-0.0029965388,10.001831,-8.376174,-0.013865074
0.040302634,0.6945252,0.48923606,-0.0029022144,10.000333,-8.375042,0.033978812
0.16630583,0.09667113,0.25967476,-0.002834686,9.976657,-8.351123,0.058177263
0.5480129,0.61976725,0.95892024,-0.0028965427,10.000542,-8.37491,-0.061245494
-0.38733476,-0.35412398,0.8978935,-0.0029884027,10.010465,-8.385229,0.2208434
-0.9863284,0.1554569,0.018460417,-0.0030597476,10.001268,-8.376181,-0.35132542
-0.05333778,0.0475883,0.9014938,-0.0029623648,9.989375,-8.363804,0.053780906
0.33794332,0.41784015,0.98992634,-0.0027857563,9.99543,-8.370064,-0.034823325
-0.46968603,0.24607101,0.94129187,-0.0029532379,9.998907,-8.37363,0.2657174
0.08952114,0.19318728,0.26715556,-0.0030119969,9.981025,-8.355445,0.07867696
0.22558141,0.113169104,0.97767055,-0.002929137,9.993932,-8.368402,-0.04641808
-0.16869198,-0.4301669,0.9679429,-0.0027296925,10.001861,-8.37657,0.028313028
0.6495425,0.23783274,0.4634994,-0.0027812487,9.998783,-8.3733635,-0.053231545
0.40497604,-0.20253946,0.5133181,-0.0029434776,9.999116,-8.37348,-0.1297016
0.23674394,-0.08622278,0.39004618,-0.0028117849,9.9885235,-8.363139,-0.03998781
0.6468367,0.10017141,0.4083753,-0.0027921954,9.997789,-8.372374,-0.052454975
0.49214852,0.8608317,0.39415413,-0.0028010858,10.001767,-8.376347,-0.011562012
0.4656223,0.7565459,0.40590915,-0.0028683962,10.001292,-8.375887,-0.0060117263
-0.8128389,-0.0827155,0.31781006,-0.0029696217,10.004625,-8.379476,-0.24639806
0.20439474,0.3960311,0.81995046,-0.0028112018,9.992471,-8.367188,0.015184833
0.76690054,0.02286039,0.11798061,-0.0032416107,10.000872,-8.375322,0.022465969
0.19498289,0.5574484,0.99088234,-0.0026878985,9.998731,-8.3736725,0.014651595
0.03320223,0.49675098,0.6193458,-0.0029022591,9.995837,-8.370679,0.07071917
-0.69439125,-0.43556765,0.73240507,-0.0028320504,10.001829,-8.376568,0.41668025
0.62447256,0.088092655,0.86767983,-0.0028086053,9.995919,-8.370441,-0.1049443
0.30590397,0.485895,0.33881518,-0.002967636,9.995232,-8.369768,0.021708975
