x,y,z,u,v,w,pressure
0.82758623,0.20689656,0.20689656,-10.294914,4.9958386,5.44151,-0.19660099
0.82758623,0.20689656,0.2413793,-8.455265,4.141559,4.456255,-0.22805096
0.82758623,0.20689656,0.27586207,-2.5701933,1.3823807,1.3305634,-0.3199525
0.82758623,0.20689656,0.31034482,1.3404201,-0.41707107,-0.7805332,-0.47277945
0.82758623,0.20689656,0.3448276,3.241167,-1.3023657,-1.7959858,-0.54334885
0.82758623,0.20689656,0.37931034,4.319462,-1.826141,-2.3505192,-0.5561714
0.82758623,0.20689656,0.41379312,5.1039724,-2.2139997,-2.74719,-0.56009233
0.82758623,0.20689656,0.44827586,5.4905024,-2.4059155,-2.9418092,-0.5643807
0.82758623,0.20689656,0.4827586,6.3608065,-2.8360045,-3.3820171,-0.5115122
0.82758623,0.20689656,0.51724136,8.9717245,-4.125719,-4.703188,-0.3251713
0.82758623,0.20689656,0.55172414,8.668763,-3.9811187,-4.544815,-0.30320126
0.82758623,0.20689656,0.5862069,7.216601,-3.2686396,-3.8051176,-0.3186946
0.82758623,0.20689656,0.62068963,4.426555,-1.8694638,-2.4142404,-0.38941962
0.82758623,0.20689656,0.6551724,-0.7080615,0.803648,0.04725358,-0.5698252
0.82758623,0.20689656,0.6896552,-7.450654,4.350731,3.2427192,-0.7573002
0.82758623,0.20689656,0.7241379,-10.407009,5.8796887,4.670085,-0.7813125
0.82758623,0.20689656,0.7586207,-10.537826,5.9266663,4.7538795,-0.6871968
0.82758623,0.20689656,0.79310346,-9.517392,5.376233,4.283817,-0.53002006
0.82758623,0.20689656,0.82758623,-9.139849,5.163623,4.118874,-0.4547361
0.82758623,0.20689656,0.86206895,-8.638982,4.8948793,3.8867836,-0.42227685
0.82758623,0.20689656,0.8965517,-7.394277,4.2491207,3.2878942,-0.38796544
0.82758623,0.20689656,0.9310345,-6.009522,3.5387042,2.613608,-0.36487585
0.82758623,0.20689656,0.9655172,-4.7163024,2.8862202,1.9729018,-0.36620992
0.82758623,0.20689656,1.0,-3.1669006,2.1148381,1.1949004,-0.38688064
0.86206895,0.20689656,0.0,-16.871738,7.6392884,9.374296,0.5184089
0.86206895,0.20689656,0.03448276,-16.135395,7.262219,9.015066,0.40647
0.86206895,0.20689656,0.06896552,-14.4320545,6.4450555,8.1289425,0.23532893
0.86206895,0.20689656,0.10344828,-12.598661,5.6290116,7.111635,0.06605164
0.86206895,0.20689656,0.13793103,-10.859058,4.8714337,6.129651,-0.0039991364
0.86206895,0.20689656,0.1724138,-8.556805,4.0488086,4.650198,-0.118716404
0.86206895,0.20689656,0.20689656,-8.174339,3.9937816,4.322996,-0.17638113
0.86206895,0.20689656,0.2413793,-3.1097322,1.5465933,1.7057754,-0.16980876
0.86206895,0.20689656,0.27586207,-0.38199067,0.24987711,0.27484354,-0.18442903
0.86206895,0.20689656,0.31034482,1.1401482,-0.4416601,-0.5557438,-0.26297504
0.86206895,0.20689656,0.3448276,3.392809,-1.4446368,-1.8053997,-0.41840553
0.86206895,0.20689656,0.37931034,4.6743975,-2.0183048,-2.5133052,-0.50324553
0.86206895,0.20689656,0.41379312,5.1336527,-2.2320614,-2.7588048,-0.5229552
0.86206895,0.20689656,0.44827586,5.4149504,-2.3693054,-2.9028645,-0.5278379
0.86206895,0.20689656,0.4827586,5.6367903,-2.478814,-3.015194,-0.52424586
0.86206895,0.20689656,0.51724136,7.3572426,-3.326609,-3.8878255,-0.39622092
0.86206895,0.20689656,0.55172414,8.165505,-3.7243705,-4.2982883,-0.2956509
0.86206895,0.20689656,0.5862069,7.1138263,-3.2073073,-3.763648,-0.2985989
0.86206895,0.20689656,0.62068963,5.6378026,-2.4787395,-3.016172,-0.30202067
0.86206895,0.20689656,0.6551724,2.353085,-0.8101339,-1.4000542,-0.34306765
0.86206895,0.20689656,0.6896552,-4.715631,2.8691745,1.9893191,-0.5088036
0.86206895,0.20689656,0.7241379,-10.152626,5.718579,4.576887,-0.67970306
0.86206895,0.20689656,0.7586207,-11.888633,6.6021376,5.429291,-0.6905596
0.86206895,0.20689656,0.79310346,-11.131266,6.1897583,5.0842185,-0.56153554
0.86206895,0.20689656,0.82758623,-10.434542,5.8175693,4.7596326,-0.472341
0.86206895,0.20689656,0.86206895,-10.325105,5.7567415,4.7110147,-0.45247042
0.86206895,0.20689656,0.8965517,-10.127883,5.6563277,4.6142097,-0.44658124
0.86206895,0.20689656,0.9310345,-9.433478,5.3060346,4.270111,-0.43499804
0.86206895,0.20689656,0.9655172,-7.8877416,4.526782,3.5036564,-0.41057676
0.86206895,0.20689656,1.0,-5.6079793,3.3832753,2.367433,-0.38194138
0.8965517,0.20689656,0.0,-15.564114,6.749678,8.956242,0.47441286
0.8965517,0.20689656,0.03448276,-15.209259,6.6474404,8.703703,0.33569574
0.8965517,0.20689656,0.06896552,-13.762445,6.053576,7.850813,0.1798174
0.8965517,0.20689656,0.10344828,-11.537783,5.080519,6.5992346,0.05880165
0.8965517,0.20689656,0.13793103,-9.722031,4.2557645,5.608242,0.036585093
0.8965517,0.20689656,0.1724138,-8.174103,3.9285264,4.387787,-0.11255799
0.8965517,0.20689656,0.20689656,-4.402229,2.1911788,2.3535671,-0.15729238
0.8965517,0.20689656,0.2413793,-0.56206405,0.3201408,0.38461936,-0.15376814
0.8965517,0.20689656,0.27586207,0.010557294,0.043836575,0.088324666,-0.15571229
0.8965517,0.20689656,0.31034482,0.28397232,-0.07973603,-0.061512016,-0.17139916
0.8965517,0.20689656,0.3448276,1.2334148,-0.49991837,-0.5907583,-0.24103774
0.8965517,0.20689656,0.37931034,3.2596607,-1.3956752,-1.7212214,-0.39129925
0.8965517,0.20689656,0.41379312,4.6217856,-1.9989678,-2.4800353,-0.49076694
0.8965517,0.20689656,0.44827586,5.0315204,-2.183024,-2.7057104,-0.51711094
0.8965517,0.20689656,0.4827586,5.1941075,-2.2600014,-2.791317,-0.52063406
0.8965517,0.20689656,0.51724136,5.8383474,-2.5773625,-3.1181936,-0.4821238
0.8965517,0.20689656,0.55172414,8.443058,-3.8615842,-4.4386487,-0.30002528
0.8965517,0.20689656,0.5862069,8.158293,-3.7194452,-4.295995,-0.2693929
0.8965517,0.20689656,0.62068963,6.3519144,-2.8241408,-3.3848853,-0.2913915
0.8965517,0.20689656,0.6551724,3.99477,-1.6413494,-2.2105074,-0.3164922
0.8965517,0.20689656,0.6896552,-0.812078,0.836297,0.11867572,-0.38238448
0.8965517,0.20689656,0.7241379,-7.2801986,4.206099,3.2169466,-0.47090894
0.8965517,0.20689656,0.7586207,-9.595165,5.436968,4.3010354,-0.53856415
0.8965517,0.20689656,0.79310346,-9.615301,5.4354196,4.3226485,-0.48322445
0.8965517,0.20689656,0.82758623,-9.384483,5.295199,4.2319694,-0.4188577
0.8965517,0.20689656,0.86206895,-9.599809,5.3997746,4.342685,-0.4244185
0.8965517,0.20689656,0.8965517,-9.473313,5.344596,4.2713575,-0.43944454
0.8965517,0.20689656,0.9310345,-8.742199,4.995411,3.889409,-0.44803172
0.8965517,0.20689656,0.9655172,-7.4866295,4.3900275,3.2392054,-0.451262
0.8965517,0.20689656,1.0,-6.0102334,3.6718125,2.4810104,-0.44852066
0.9310345,0.20689656,0.0,-13.421932,5.423042,8.140642,0.4630127
0.9310345,0.20689656,0.03448276,-12.828436,5.2143207,7.7559357,0.32471704
0.9310345,0.20689656,0.06896552,-11.577738,4.8133893,6.9062405,0.1607622
0.9310345,0.20689656,0.10344828,-9.89587,4.2039676,5.8338366,0.04114788
0.9310345,0.20689656,0.13793103,-9.222158,4.0123744,5.35176,0.018091738
0.9310345,0.20689656,0.1724138,-8.812559,4.235872,4.718953,-0.11474706
0.9310345,0.20689656,0.20689656,-1.9312607,1.0238386,1.0500509,-0.164477
0.9310345,0.20689656,0.2413793,-0.14070404,0.11975954,0.16365731,-0.15392153
0.9310345,0.20689656,0.27586207,0.028172612,0.03319786,0.08135235,-0.15210702
0.9310345,0.20689656,0.31034482,0.07763502,0.010216156,0.054865934,-0.15413433
0.9310345,0.20689656,0.3448276,0.24376836,-0.06334535,-0.03770353,-0.16620477
0.9310345,0.20689656,0.37931034,0.95869416,-0.37920466,-0.4367552,-0.2194722
0.9310345,0.20689656,0.41379312,2.773604,-1.1809376,-1.4499087,-0.3549142
0.9310345,0.20689656,0.44827586,4.37137,-1.887061,-2.341527,-0.4736988
0.9310345,0.20689656,0.4827586,4.915685,-2.1286058,-2.6442904,-0.5124022
0.9310345,0.20689656,0.51724136,5.178178,-2.2523746,-2.7830114,-0.5119637
0.9310345,0.20689656,0.55172414,6.9404073,-3.120425,-3.6771746,-0.3993683
0.9310345,0.20689656,0.5862069,8.957881,-4.115051,-4.7,-0.26108986
0.9310345,0.20689656,0.62068963,8.596373,-3.9348023,-4.5187263,-0.2555725
0.9310345,0.20689656,0.6551724,6.836414,-3.0540247,-3.6395206,-0.28323776
0.9310345,0.20689656,0.6896552,2.9971504,-1.0975554,-1.7567022,-0.35259295
0.9310345,0.20689656,0.7241379,-3.2448525,2.1325312,1.2551706,-0.43461204
0.9310345,0.20689656,0.7586207,-7.932116,4.567345,3.5075693,-0.4394772
0.9310345,0.20689656,0.79310346,-7.702586,4.482408,3.3629603,-0.40165538
0.9310345,0.20689656,0.82758623,-6.3237596,3.773319,2.6931553,-0.29191124
0.9310345,0.20689656,0.86206895,-6.1318645,3.6769204,2.597609,-0.28446984
0.9310345,0.20689656,0.8965517,-6.0853853,3.6769795,2.5510316,-0.34266305
0.9310345,0.20689656,0.9310345,-5.6207542,3.4744363,2.2889104,-0.3979721
0.9310345,0.20689656,0.9655172,-5.0567117,3.2153792,1.9838985,-0.4313563
0.9310345,0.20689656,1.0,-4.6711993,3.0354118,1.7783419,-0.44823223
0.9655172,0.20689656,0.0,-9.879753,3.4654222,6.5559835,0.5326406
0.9655172,0.20689656,0.03448276,-9.243477,3.240888,6.1442995,0.3985889
0.9655172,0.20689656,0.06896552,-8.669872,3.168836,5.6428347,0.20783664
0.9655172,0.20689656,0.10344828,-8.805241,3.5072742,5.43987,0.03184045
0.9655172,0.20689656,0.13793103,-10.173208,4.499333,5.8159266,-0.07414197
0.9655172,0.20689656,0.1724138,-8.415258,4.0203557,4.537286,-0.15624528
0.9655172,0.20689656,0.20689656,-1.7079836,0.8989221,0.9517242,-0.17828248
0.9655172,0.20689656,0.2413793,-0.17022598,0.13350485,0.17943585,-0.16037591
0.9655172,0.20689656,0.27586207,0.00372231,0.044374924,0.0946213,-0.15341105
0.9655172,0.20689656,0.31034482,0.03741181,0.028049927,0.0772568,-0.15201686
0.9655172,0.20689656,0.3448276,0.06700163,0.014750814,0.06096609,-0.15327181
0.9655172,0.20689656,0.37931034,0.17830893,-0.034475222,-0.00111375,-0.1613102
0.9655172,0.20689656,0.41379312,0.6628587,-0.24851337,-0.27161512,-0.19742718
0.9655172,0.20689656,0.44827586,2.1339035,-0.89822316,-1.0929297,-0.3073594
0.9655172,0.20689656,0.4827586,3.9643226,-1.7067809,-2.114767,-0.44388598
0.9655172,0.20689656,0.51724136,4.809268,-2.0818417,-2.5846395,-0.5021688
0.9655172,0.20689656,0.55172414,5.5878816,-2.4555457,-2.9895387,-0.4793905
0.9655172,0.20689656,0.5862069,8.305767,-3.7936635,-4.3692822,-0.30692917
0.9655172,0.20689656,0.62068963,9.121084,-4.1944923,-4.78376,-0.25032228
0.9655172,0.20689656,0.6551724,8.749132,-4.004919,-4.601377,-0.25522345
0.9655172,0.20689656,0.6896552,6.8453517,-3.0300891,-3.6724172,-0.29885578
0.9655172,0.20689656,0.7241379,1.6264458,-0.34039405,-1.1432056,-0.40894145
0.9655172,0.20689656,0.7586207,-4.3916216,2.7680547,1.7663616,-0.4467528
0.9655172,0.20689656,0.79310346,-6.7661505,4.009267,2.8996086,-0.377586
0.9655172,0.20689656,0.82758623,-4.311129,2.799471,1.654333,-0.27719945
0.9655172,0.20689656,0.86206895,-2.2140026,1.7610911,0.59555185,-0.21363045
0.9655172,0.20689656,0.8965517,-1.4223205,1.380591,0.18434392,-0.21119262
0.9655172,0.20689656,0.9310345,-1.4647908,1.4162613,0.19112393,-0.24814306
0.9655172,0.20689656,0.9655172,-2.1203566,1.7547611,0.50817347,-0.3086434
0.9655172,0.20689656,1.0,-2.9453568,2.1740494,0.913868,-0.37066656
1.0,0.20689656,0.0,-7.313063,2.0741806,5.3804626,0.590748
1.0,0.20689656,0.03448276,-6.5762124,1.7814482,4.936384,0.48999488
1.0,0.20689656,0.06896552,-6.4373126,1.9142243,4.6648045,0.28898817
1.0,0.20689656,0.10344828,-7.198438,2.542994,4.797287,0.08756868
1.0,0.20689656,0.13793103,-9.496435,4.139298,5.4992733,-0.118173435
1.0,0.20689656,0.1724138,-7.9887843,3.769588,4.361684,-0.22564663
1.0,0.20689656,0.20689656,-3.2432866,1.5572635,1.8286859,-0.21188094
1.0,0.20689656,0.2413793,-0.5595778,0.31215188,0.39015114,-0.185587
1.0,0.20689656,0.27586207,-0.11142528,0.09777544,0.15637553,-0.16198118
1.0,0.20689656,0.31034482,-0.0019854307,0.046194535,0.098510385,-0.15424065
1.0,0.20689656,0.3448276,0.031192318,0.030800123,0.080726564,-0.15221708
1.0,0.20689656,0.37931034,0.05438923,0.020350797,0.06797994,-0.15262277
1.0,0.20689656,0.41379312,0.12320065,-0.01011213,0.029632166,-0.15733702
1.0,0.20689656,0.44827586,0.41743308,-0.14009295,-0.1346168,-0.17917529
1.0,0.20689656,0.4827586,1.4592807,-0.6002409,-0.71629775,-0.25696427
1.0,0.20689656,0.51724136,3.344761,-1.4334267,-1.7685683,-0.39659452
1.0,0.20689656,0.55172414,4.7296457,-2.0537276,-2.533133,-0.4765345
1.0,0.20689656,0.5862069,6.7983084,-3.0548792,-3.600625,-0.392909
1.0,0.20689656,0.62068963,8.976621,-4.1240926,-4.709699,-0.26212883
1.0,0.20689656,0.6551724,9.147956,-4.203594,-4.8015327,-0.25078726
1.0,0.20689656,0.6896552,8.544311,-3.88393,-4.5175524,-0.27229327
1.0,0.20689656,0.7241379,5.978047,-2.5363395,-3.298894,-0.3533076
1.0,0.20689656,0.7586207,1.1906288,-0.04578073,-1.002065,-0.4412532
1.0,0.20689656,0.79310346,-3.0259943,2.1488032,1.0198932,-0.41250032
1.0,0.20689656,0.82758623,-2.611988,1.9781859,0.77639735,-0.2744928
1.0,0.20689656,0.86206895,0.19081,0.6020738,-0.6503178,-0.2085802
1.0,0.20689656,0.8965517,1.0726657,0.17020963,-1.100296,-0.19880217
1.0,0.20689656,0.9310345,0.79441464,0.30355293,-0.9553795,-0.19194773
1.0,0.20689656,0.9655172,0.246168,0.5714198,-0.6749953,-0.20141225
1.0,0.20689656,1.0,-0.51041704,0.945017,-0.2920077,-0.23465101
0.0,0.2413793,0.0,11.694861,-5.4177346,-6.1359334,0.3599956
0.0,0.2413793,0.03448276,11.779747,-5.4561634,-6.1823697,0.35441107
0.0,0.2413793,0.06896552,11.848399,-5.5596657,-6.1474614,0.4499666
0.0,0.2413793,0.10344828,10.467403,-4.7938905,-5.532069,0.45453
0.0,0.2413793,0.13793103,10.944799,-4.9275584,-5.87568,0.3501414
0.0,0.2413793,0.1724138,9.990231,-4.229802,-5.618754,0.23235711
0.0,0.2413793,0.20689656,8.456833,-3.0438302,-5.271088,0.28738177
0.0,0.2413793,0.2413793,6.0069346,-1.586934,-4.2779393,0.4063306
0.0,0.2413793,0.27586207,0.39329487,1.2764764,-1.5276997,0.6602233
0.0,0.2413793,0.31034482,-8.766181,6.0581555,2.8502312,1.1456718
0.0,0.2413793,0.3448276,-8.853734,6.2514644,2.7446046,1.2448869
0.0,0.2413793,0.37931034,-4.8823977,4.388242,0.6366882,1.1847901
0.0,0.2413793,0.41379312,-2.449359,3.1085684,-0.516634,0.9120012
0.0,0.2413793,0.44827586,-3.4198737,3.5265007,0.0359457,0.39377642
0.0,0.2413793,0.4827586,-9.004019,6.4814277,2.665102,-0.07440985
0.0,0.2413793,0.51724136,-8.659088,6.3572755,2.4443026,-0.10655393
0.0,0.2413793,0.55172414,-6.6646276,5.419745,1.3873233,-0.07891796
0.0,0.2413793,0.5862069,-4.3169656,4.317473,0.1418848,-0.061380215
0.0,0.2413793,0.62068963,-1.1012582,2.7109914,-1.4673039,-0.096340545
0.0,0.2413793,0.6551724,4.032992,0.061389547,-3.9518447,-0.15228443
0.0,0.2413793,0.6896552,4.936317,-0.40169528,-4.392065,-0.16507803
0.0,0.2413793,0.7241379,5.0039363,-0.43466964,-4.426712,-0.1674413
0.0,0.2413793,0.7586207,5.0089164,-0.43652192,-4.42984,-0.16826932
0.0,0.2413793,0.79310346,4.981362,-0.42194417,-4.4168625,-0.17023145
0.0,0.2413793,0.82758623,4.687016,-0.26933566,-4.275132,-0.18804173
0.0,0.2413793,0.86206895,3.0328484,0.58733404,-3.4776678,-0.28787583
0.0,0.2413793,0.8965517,0.7041329,1.7951908,-2.3568487,-0.42546827
0.0,0.2413793,0.9310345,-0.642274,2.501019,-1.7162889,-0.49363858
0.0,0.2413793,0.9655172,-2.1886878,3.3194656,-0.9883326,-0.56004006
0.0,0.2413793,1.0,-3.718742,4.130384,-0.26920962,-0.6240006
0.03448276,0.2413793,0.0,13.527451,-6.375032,-7.011204,0.3328312
0.03448276,0.2413793,0.03448276,12.772251,-5.870153,-6.7608314,0.2523281
0.03448276,0.2413793,0.06896552,9.626933,-4.175311,-5.310223,0.25329256
0.03448276,0.2413793,0.10344828,9.3443,-4.1030855,-5.0997176,0.3607275
0.03448276,0.2413793,0.13793103,9.050978,-3.8171682,-5.0922046,0.30467886
0.03448276,0.2413793,0.1724138,9.255309,-3.772139,-5.34146,0.1955318
0.03448276,0.2413793,0.20689656,9.648769,-3.7194097,-5.7874656,0.34552705
0.03448276,0.2413793,0.2413793,5.4497843,-1.2825389,-4.0251813,0.49027872
0.03448276,0.2413793,0.27586207,0.41303056,1.3095881,-1.5805913,0.74013495
0.03448276,0.2413793,0.31034482,-8.314539,5.841897,2.614894,1.1863477
0.03448276,0.2413793,0.3448276,-8.547357,5.9449987,2.7446594,1.1899953
0.03448276,0.2413793,0.37931034,-1.088739,2.3010669,-1.0697076,1.0259886
0.03448276,0.2413793,0.41379312,2.9505196,0.24797584,-3.0557957,0.68479675
0.03448276,0.2413793,0.44827586,2.203158,0.67005706,-2.7305398,0.5868496
0.03448276,0.2413793,0.4827586,-5.02898,4.370627,0.80091226,0.18323974
0.03448276,0.2413793,0.51724136,-9.013445,6.498099,2.6578484,-0.08782638
0.03448276,0.2413793,0.55172414,-7.907293,5.9792056,2.0705485,-0.063759275
0.03448276,0.2413793,0.5862069,-5.436357,4.8034253,0.77533233,-0.019154347
0.03448276,0.2413793,0.62068963,-2.0290227,3.1423879,-0.97094905,-0.05527512
0.03448276,0.2413793,0.6551724,3.5829864,0.27738795,-3.7178469,-0.13385408
0.03448276,0.2413793,0.6896552,4.8785233,-0.37744704,-4.3585243,-0.15954249
0.03448276,0.2413793,0.7241379,4.992046,-0.43041006,-4.4190826,-0.1656466
0.03448276,0.2413793,0.7586207,5.002457,-0.43383792,-4.4260626,-0.16772585
0.03448276,0.2413793,0.79310346,4.966844,-0.4144968,-4.409793,-0.17038928
0.03448276,0.2413793,0.82758623,4.631678,-0.23967315,-4.2494545,-0.18941395
0.03448276,0.2413793,0.86206895,2.684143,0.7726673,-3.3142934,-0.30135792
0.03448276,0.2413793,0.8965517,-0.57243836,2.4713783,-1.7564753,-0.4791258
0.03448276,0.2413793,0.9310345,-2.925569,3.7111359,-0.64312434,-0.5887745
0.03448276,0.2413793,0.9655172,-4.2974925,4.437244,0.002677679,-0.6476832
0.03448276,0.2413793,1.0,-4.8338065,4.721399,0.2548325,-0.6702995
0.06896552,0.2413793,0.0,15.962835,-7.657295,-8.164262,0.30672693
0.06896552,0.2413793,0.03448276,12.543272,-5.610916,-6.790985,0.20268989
0.06896552,0.2413793,0.06896552,9.813708,-4.097094,-5.57519,0.17938079
0.06896552,0.2413793,0.10344828,7.8408523,-3.0600648,-4.639235,0.15795478
0.06896552,0.2413793,0.13793103,7.1252084,-2.711123,-4.2724504,0.19683003
0.06896552,0.2413793,0.1724138,8.353552,-3.2775872,-4.9342628,0.2009822
0.06896552,0.2413793,0.20689656,9.501937,-3.6734416,-5.686664,0.4474116
0.06896552,0.2413793,0.2413793,3.5048604,-0.27032742,-3.0925622,0.61570454
0.06896552,0.2413793,0.27586207,-3.6680956,3.5653589,0.24482466,0.99018335
0.06896552,0.2413793,0.31034482,-8.162943,5.8350687,2.470069,1.1653247
0.06896552,0.2413793,0.3448276,-9.149921,6.2485623,3.043614,1.144382
0.06896552,0.2413793,0.37931034,-1.4259341,2.4150333,-0.846553,0.8628408
0.06896552,0.2413793,0.41379312,3.8092651,-0.18241611,-3.4841442,0.5955376
0.06896552,0.2413793,0.44827586,4.2708445,-0.42734843,-3.7007775,0.5679279
0.06896552,0.2413793,0.4827586,3.329574,0.04607983,-3.232952,0.5118705
0.06896552,0.2413793,0.51724136,-5.36056,4.5402875,0.9628422,0.04250332
0.06896552,0.2413793,0.55172414,-8.519743,6.246941,2.4152875,-0.06348608
0.06896552,0.2413793,0.5862069,-6.699819,5.3645434,1.4776937,0.013499044
0.06896552,0.2413793,0.62068963,-3.2112756,3.6612248,-0.307549,0.020122819
0.06896552,0.2413793,0.6551724,2.832067,0.619071,-3.308629,-0.08577896
0.06896552,0.2413793,0.6896552,4.7405467,-0.32348266,-4.274516,-0.1423326
0.06896552,0.2413793,0.7241379,4.955025,-0.41712156,-4.3953476,-0.15999489
0.06896552,0.2413793,0.7586207,4.968473,-0.41804996,-4.4078684,-0.16663639
0.06896552,0.2413793,0.79310346,4.838447,-0.34722057,-4.348671,-0.17463593
0.06896552,0.2413793,0.82758623,4.098559,0.043337923,-3.9993505,-0.20993893
0.06896552,0.2413793,0.86206895,1.126994,1.6004376,-2.5849266,-0.36201233
0.06896552,0.2413793,0.8965517,-3.0036998,3.7607756,-0.6146281,-0.5789828
0.06896552,0.2413793,0.9310345,-4.570083,4.5828166,0.12969756,-0.65701526
0.06896552,0.2413793,0.9655172,-4.9512362,4.783689,0.309973,-0.67480797
0.06896552,0.2413793,1.0,-5.044601,4.8330417,0.35398316,-0.67901415
0.10344828,0.2413793,0.0,13.550026,-6.286883,-7.1217775,0.29300207
0.10344828,0.2413793,0.03448276,13.120354,-5.8443866,-7.1345415,0.15510963
0.10344828,0.2413793,0.06896552,11.284943,-4.7221746,-6.421282,0.080337115
0.10344828,0.2413793,0.10344828,10.013096,-4.056557,-5.8149805,0.08232532
0.10344828,0.2413793,0.13793103,8.116888,-3.125395,-4.8498673,0.10291375
0.10344828,0.2413793,0.1724138,6.7607126,-2.390146,-4.228847,0.11750199
0.10344828,0.2413793,0.20689656,7.4927278,-2.605628,-4.7453427,0.542034
0.10344828,0.2413793,0.2413793,1.6307405,0.6943031,-2.183199,0.7610107
0.10344828,0.2413793,0.27586207,-6.2417207,4.99155,1.3922513,1.0937655
0.10344828,0.2413793,0.31034482,-8.036753,5.8542438,2.3246336,1.1222131
0.10344828,0.2413793,0.3448276,-9.177898,6.2828298,3.037292,1.0553046
0.10344828,0.2413793,0.37931034,-4.069465,3.686757,0.5250719,0.701228
0.10344828,0.2413793,0.41379312,2.503528,0.5344815,-2.8953671,0.57573617
0.10344828,0.2413793,0.44827586,2.8882709,0.34332836,-3.088943,0.5686294
0.10344828,0.2413793,0.4827586,3.0002213,0.28100705,-3.1385684,0.5665784
0.10344828,0.2413793,0.51724136,1.914821,0.8295753,-2.6017475,0.47537977
0.10344828,0.2413793,0.55172414,-5.2660537,4.507711,0.90089023,-0.020760424
0.10344828,0.2413793,0.5862069,-7.252538,5.5948596,1.8001095,-0.00445316
0.10344828,0.2413793,0.62068963,-4.715524,4.349423,0.5084778,0.09480103
0.10344828,0.2413793,0.6551724,1.5306028,1.2005115,-2.5886383,0.011910938
0.10344828,0.2413793,0.6896552,4.3541913,-0.17297782,-4.0386753,-0.091689445
0.10344828,0.2413793,0.7241379,4.807894,-0.35979775,-4.3055468,-0.14171426
0.10344828,0.2413793,0.7586207,4.747025,-0.30811515,-4.296356,-0.16713528
0.10344828,0.2413793,0.79310346,3.9576774,0.11693821,-3.9320703,-0.20784454
0.10344828,0.2413793,0.82758623,1.8931707,1.2121682,-2.9628081,-0.29887038
0.10344828,0.2413793,0.86206895,-0.8994535,2.6784282,-1.6364802,-0.43905026
0.10344828,0.2413793,0.8965517,-3.9467292,4.262525,-0.17335057,-0.61459094
0.10344828,0.2413793,0.9310345,-4.897432,4.756389,0.28347135,-0.6700756
0.10344828,0.2413793,0.9655172,-5.047132,4.834396,0.3551619,-0.6786472
0.10344828,0.2413793,1.0,-5.0724216,4.847669,0.36717725,-0.6800831
0.13793103,0.2413793,0.0,11.93904,-5.3904147,-6.4072294,0.28423125
0.13793103,0.2413793,0.03448276,11.133821,-4.66281,-6.329544,0.09298057
0.13793103,0.2413793,0.06896552,10.248944,-4.0948777,-6.012574,0.03711287
0.13793103,0.2413793,0.10344828,10.468385,-4.251818,-6.0750294,0.049118906
0.13793103,0.2413793,0.13793103,10.8384495,-4.518622,-6.178208,0.080343604
0.13793103,0.2413793,0.1724138,9.321652,-3.6611023,-5.518851,0.12669599
0.13793103,0.2413793,0.20689656,6.427615,-2.0251212,-4.260768,0.48663503
0.13793103,0.2413793,0.2413793,-0.57161576,1.841387,-1.1279111,1.0176913
0.13793103,0.2413793,0.27586207,-6.462746,5.118177,1.486629,1.0940362
0.13793103,0.2413793,0.31034482,-7.0588284,5.368979,1.8319559,1.0587264
0.13793103,0.2413793,0.3448276,-7.348742,5.341772,2.1492033,0.9070122
0.13793103,0.2413793,0.37931034,-4.2835884,3.7653835,0.66053104,0.61561525
0.13793103,0.2413793,0.41379312,0.14014348,1.6626052,-1.6602172,0.5739543
0.13793103,0.2413793,0.44827586,2.5560222,0.5211101,-2.9344873,0.56621635
0.13793103,0.2413793,0.4827586,2.646978,0.47685865,-2.9811864,0.56816643
0.13793103,0.2413793,0.51724136,2.6764426,0.46293432,-2.9967327,0.56962055
0.13793103,0.2413793,0.55172414,1.2160486,1.2356126,-2.309052,0.46614623
0.13793103,0.2413793,0.5862069,-4.967298,4.3922353,0.7175456,0.025814973
0.13793103,0.2413793,0.62068963,-4.3072886,4.059044,0.39063168,0.07052227
0.13793103,0.2413793,0.6551724,-0.77448976,2.326086,-1.409201,0.11128759
0.13793103,0.2413793,0.6896552,2.806768,0.5534973,-3.2177863,0.0144691095
0.13793103,0.2413793,0.7241379,3.897799,0.06798718,-3.823265,-0.091987975
0.13793103,0.2413793,0.7586207,3.2815557,0.4451712,-3.5841928,-0.19303678
0.13793103,0.2413793,0.79310346,1.2365898,1.5500541,-2.6441202,-0.3076288
0.13793103,0.2413793,0.82758623,-0.03206837,2.2296085,-2.0550227,-0.37254506
0.13793103,0.2413793,0.86206895,-1.1674396,2.823986,-1.514047,-0.43996304
0.13793103,0.2413793,0.8965517,-3.7828746,4.1791377,-0.25381064,-0.60011107
0.13793103,0.2413793,0.9310345,-4.894624,4.755033,0.2820227,-0.66848105
0.13793103,0.2413793,0.9655172,-5.054586,4.8381114,0.35890126,-0.678544
0.13793103,0.2413793,1.0,-5.075855,4.8492846,0.36899686,-0.6800141
0.1724138,0.2413793,0.0,9.823703,-4.184155,-5.4981155,0.22467597
0.1724138,0.2413793,0.03448276,9.80115,-3.9107995,-5.74887,0.047412552
0.1724138,0.2413793,0.06896552,9.43241,-3.6549687,-5.6359596,0.005324967
0.1724138,0.2413793,0.10344828,9.4449835,-3.6945071,-5.608961,0.015010416
0.1724138,0.2413793,0.13793103,9.882092,-4.0037374,-5.7367496,0.07861248
